# ws,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9 # first row is center of energy bin
2.148925537231384197e+01,1.337024614941536245e-129,1.656568863471667608e-104,3.962215777370159361e-82,1.829476847696697267e-62,1.630706786544677014e-45,2.805982805614423066e-31,9.320823802225039241e-20,5.977006899375786106e-11,7.399006042869969745e-05,1.768166560276726862e-01
2.151424287856071871e+01,6.244027641261837304e-130,8.364639117546143616e-105,2.163157479850127972e-82,1.079914152386360626e-62,1.040759763509053553e-45,1.936296769274867770e-31,6.954301477071719352e-20,4.821645458739604022e-11,6.453527992181004700e-05,1.667474838346580668e-01
2.153923038480759544e+01,2.913174764332422980e-130,4.219502330273779571e-105,1.179816485813663941e-82,6.368363663086933032e-63,6.635924206224698829e-46,1.334858232638248954e-31,5.183570834787285814e-20,3.885823738090875461e-11,5.623378581044884464e-05,1.570983825806528400e-01
2.156421789105447218e+01,1.357827404140951980e-130,2.126432305701076992e-105,6.428610172678151907e-83,3.751826846807567543e-63,4.226964965895640454e-46,9.193368658529206343e-32,3.859942804528485141e-20,3.128579743571336780e-11,4.895237359915385970e-05,1.478633176358184476e-01
2.158920539730134536e+01,6.322646600441518478e-131,1.070577718417250943e-105,3.499419681863298567e-83,2.208177731551408108e-63,2.689875552222637692e-46,6.325436722351729073e-32,2.871501248124675174e-20,2.516446312071020638e-11,4.257223934208691256e-05,1.390354308316371912e-01
2.161419290354822209e+01,2.941233842669463987e-131,5.384695471917355517e-106,1.903054724579748663e-83,1.298379270793350377e-63,1.710062703936825723e-46,4.347931199472581417e-32,2.134093570539648529e-20,2.022108326476290157e-11,3.698754815622357447e-05,1.306071148071904497e-01
2.163918040979510238e+01,1.366899262064390108e-131,2.705704736666152150e-106,1.033910229419948274e-83,7.626853924522779087e-64,1.086095941490450300e-46,2.985734037664370741e-32,1.584507187328758569e-20,1.623295085516038958e-11,3.210412962075927197e-05,1.225700864946259877e-01
2.166416791604197911e+01,6.346287925222377718e-132,1.358238275650375228e-106,5.611651541132952405e-84,4.475747646449263149e-64,6.891292034263765190e-47,2.048310933074672659e-32,1.175306877982710390e-20,1.301867658668683912e-11,2.783829065270119029e-05,1.149154593784210421e-01
2.168915542228885585e+01,2.943603716250185893e-132,6.811579596512435037e-107,3.042810223088988362e-84,2.623989322635923661e-64,4.368269520429545329e-47,1.403837874367473973e-32,8.709328065043991313e-21,1.043067732941929705e-11,2.411573693071028722e-05,1.076338141931529185e-01
2.171414292853573258e+01,1.364002673103204656e-132,3.412683518576027788e-107,1.648296536603938121e-84,1.536861896122363771e-64,2.766269613487530370e-47,9.612012684812370794e-33,6.447544234076437872e-21,8.349000584106598977e-12,2.087059442305935701e-05,1.007152677552853731e-01
2.173913043478260931e+01,6.314331935574771634e-133,1.708128355909336499e-107,8.920149508962414940e-85,8.992572147641566404e-65,1.750071910267864866e-47,6.574882917063347809e-33,4.768483879856245665e-21,6.676252908177924367e-12,1.804452305687965428e-05,9.414953965564866467e-02
2.176411794102948249e+01,2.920222235390447439e-133,8.541247322785230902e-108,4.822644277230639643e-85,5.256653207950708032e-65,1.106097957159137210e-47,4.493016565331942018e-33,3.523243143063731164e-21,5.333439548419365371e-12,1.558591504113550152e-05,8.792601657062462661e-02
2.178910544727635923e+01,1.349213588939723847e-133,4.266761827371018370e-108,2.604801496965891788e-85,3.069806706804814917e-65,6.984054092621144669e-48,3.067356993770865424e-33,2.600645880176764009e-21,4.256555318345485773e-12,1.344917082186246488e-05,8.203381398118932133e-02
2.181409295352323596e+01,6.227615887284664605e-134,2.129373340850460639e-108,1.405530727573681411e-85,1.790973016263731534e-65,4.405527399782740304e-48,2.092025320808650395e-33,1.917768287448383699e-21,3.393794135506822069e-12,1.159404610259037098e-05,7.646183511972826086e-02
2.183908045977011270e+01,2.871701117965477558e-134,1.061650410760464537e-108,7.576739650139511741e-86,1.043862659918381552e-65,2.776288070657347014e-48,1.425429876781559222e-33,1.412821689799477801e-21,2.703267455295725992e-12,9.985063803382868635e-06,7.119882699460691744e-02
2.186406796601698943e+01,1.322918118992610918e-134,5.287952675894898178e-109,4.080380771693817205e-86,6.078186069694614018e-66,1.747863267288438909e-48,9.702889510673464984e-34,1.039812137513041695e-21,2.151140837981861524e-12,8.590985256895082882e-06,6.623343337174932011e-02
2.188905547226386972e+01,6.088397517845075207e-135,2.631297151567883376e-109,2.195307334474929515e-86,3.535744928827790332e-66,1.099326487088641007e-48,6.598308589612726128e-34,7.645373723520841366e-22,1.710113685082301903e-12,7.384335347894676191e-06,6.155424462064894991e-02
2.191404297851074290e+01,2.799299353569700227e-135,1.308062632951411119e-109,1.179957248501419379e-86,2.054774519358331048e-66,6.907521360399732945e-49,4.482708180025241588e-34,5.615893519138859084e-22,1.358180302880678239e-12,6.340976692839465222e-06,5.714984435922177558e-02
2.193903048475761963e+01,1.285795778555770312e-135,6.496261392329598585e-110,6.335976017372059439e-87,1.192954072209523302e-66,4.336048080875744064e-49,3.042458202661622610e-34,4.121120543658495600e-22,1.077621335453863309e-12,5.439728327634573088e-06,5.300885285750363968e-02
2.196401799100449637e+01,5.900257361250388452e-136,3.223107208847084190e-110,3.398889808316264854e-87,6.919258956111832579e-67,2.719206878085625348e-49,2.062932802789963290e-34,3.021259849338867700e-22,8.541836273764540276e-13,4.662024724189643804e-06,4.911996718435779341e-02
2.198900549725137310e+01,2.704868917434951481e-136,1.597578913605996910e-110,1.821532621837268646e-87,4.009329534447270621e-67,1.703596420947779111e-49,1.397403577649198403e-34,2.212774452279109450e-22,6.764140384235435702e-13,3.991611289624905979e-06,4.547199810385674223e-02
2.201399300349824983e+01,1.238790309194944829e-136,7.910905486258679752e-111,9.752436471011490260e-88,2.320920315180915726e-67,1.066270750531487790e-49,9.456598010429555755e-35,1.619058444450396245e-22,5.351188999828527811e-13,3.414272815973357145e-06,4.205390374891890271e-02
2.203898050974512657e+01,5.667945731606764487e-137,3.913509390504119497e-111,5.216336680653663468e-88,1.342224045506176671e-67,6.667216855830675602e-50,6.393288658624926330e-35,1.183488961808651977e-22,4.229258940080954960e-13,2.917591643135287778e-06,3.885482011892470861e-02
2.206396801599200330e+01,2.590776061583874409e-137,1.934117581127082589e-111,2.787368624640065288e-88,7.754719756832050366e-68,4.164836666765222732e-50,4.318073265516356093e-35,8.642556061905080618e-23,3.339293329592921363e-13,2.490732573999850005e-06,3.586408846544852924e-02
2.208895552223888004e+01,1.183069820456766137e-137,9.549390940883169820e-112,1.487988271199177647e-88,4.475932296860367269e-68,2.599128045983170338e-50,2.913613953575919076e-35,6.305165740772374760e-23,2.634032759373976236e-13,2.124251838494716505e-06,3.307127964587417562e-02
2.211394302848575322e+01,5.397183502995895168e-138,4.710258932470065628e-112,7.935620978413658969e-89,2.580935895872943302e-68,1.620442723214000935e-50,1.964039952449353110e-35,4.595440178412003821e-23,2.075697594743820403e-13,1.809927643405710605e-06,3.046621553852494474e-02
2.213893053473263350e+01,2.459802851883114037e-138,2.321080476339185993e-112,4.228035584427591563e-89,1.486781796260189524e-68,1.009290074495755127e-50,1.322649998134413711e-35,3.346062393797880318e-23,1.634117572771098854e-13,1.540610067750153244e-06,2.803898762503937922e-02
2.216391804097951024e+01,1.119978602025589579e-138,1.142646578015344815e-112,2.250467051135716812e-89,8.556448886937565036e-69,6.280216678401310780e-51,8.898480671768122477e-36,2.433981433037874431e-23,1.285223999109038165e-13,1.310088269983275518e-06,2.577997285611840009e-02
2.218890554722638697e+01,5.094428342545260862e-139,5.619658906821566499e-113,1.196693665048396855e-89,4.919445954977652484e-69,3.903997775693003917e-51,5.980852546673961578e-36,1.768792121489580513e-23,1.009835562889068450e-13,1.112973164098316420e-06,2.367984692545280559e-02
2.221389305347326371e+01,2.315034665936355989e-139,2.761113740716855410e-113,6.357255017515194320e-90,2.825628974564966368e-69,2.424492267195820079e-51,4.015934652508352060e-36,1.284140778397250284e-23,7.926816476985705856e-14,9.445938975277244139e-07,2.172959508375157250e-02
2.223888055972014044e+01,1.050983378122688546e-139,1.355298464608586084e-113,3.373902923471222516e-90,1.621400807024847960e-69,1.504209589833773768e-51,2.693931121094249742e-36,9.313754531617430956e-24,6.216175309812976880e-14,8.009066254456574145e-07,1.992052063030634243e-02
2.226386806596701362e+01,4.766619709318717306e-140,6.646023973053437049e-114,1.788841410705458647e-90,9.294840518506032311e-70,9.323354788084316196e-52,1.805355135022347750e-36,6.748593139993905835e-24,4.869944509629916224e-14,6.784142244202408594e-07,1.824425122359882301e-02
2.228885557221389035e+01,2.159739988116923140e-140,3.255855850851265601e-114,9.475178614834875575e-91,5.323163532252073037e-70,5.773143824311476143e-52,1.208690508819875077e-36,4.885151228809667685e-24,3.811545245168988134e-14,5.740957241638788383e-07,1.669274315512822571e-02
2.231384307846076709e+01,9.776169944480159555e-141,1.593473121079296966e-114,5.013941691627166808e-91,3.045607842641986245e-70,3.571320701143068659e-52,8.084327267779360958e-37,3.532800289077618057e-24,2.980262061575545638e-14,4.853443601769299531e-07,1.525828373201651780e-02
2.233883058470764382e+01,4.420916617023859861e-141,7.791133098147962391e-115,2.650619940581962357e-91,1.740822391049955763e-70,2.207098082076978658e-52,5.401930205195600910e-37,2.552327912274231114e-24,2.328006224941480983e-14,4.099132631517600083e-07,1.393349191411847633e-02
2.236381809095452056e+01,1.997249003051843756e-141,3.805684777831853410e-115,1.399883680393943435e-91,9.940569227469665051e-71,1.362670090657900880e-52,3.606038500196868018e-37,1.842171931106875627e-24,1.816728914300957888e-14,3.458679038616381537e-07,1.271131735044363047e-02
2.238880559720140084e+01,9.014225339191058487e-142,1.857125745828139875e-115,7.386058592532294838e-92,5.670800281954162693e-71,8.404969117621136026e-53,2.404850359595599311e-37,1.328312194323373956e-24,1.416356002499249334e-14,2.915445056349774668e-07,1.158503795776612277e-02
2.241379310344827402e+01,4.064441863541167273e-142,9.053700348838270361e-116,3.893228146628826463e-92,3.231869071944790903e-71,5.179142119331825498e-53,1.602219689976873239e-37,9.568557402960060962e-25,1.103141021629823695e-14,2.455137211184101547e-07,1.054825618147306465e-02
2.243878060969515076e+01,1.830837205965523662e-142,4.409478509686202627e-116,2.050138817028801252e-92,1.840091727332043641e-71,3.188275508948823724e-53,1.066430062763048674e-37,6.886032714960377163e-25,8.583530407199622666e-15,2.065489465376119918e-07,9.594894075072970055e-03
2.246376811594202749e+01,8.239006607938025255e-143,2.145480898273264294e-116,1.078531889788695084e-92,1.046650042107217355e-71,1.960785857206666590e-53,7.091188046508874850e-38,4.950715900601249656e-25,6.672324713253044115e-15,1.735987157176309729e-07,8.719187330470494490e-03
2.248875562218890423e+01,3.704045227769821035e-143,1.042889709749555877e-116,5.668380835136828088e-93,5.947573609796760595e-72,1.204705232143747009e-53,4.710661886068096718e-38,3.555848392639483451e-25,5.181609793519571006e-15,1.457626783332582868e-07,7.915678386179611503e-03
2.251374312843578096e+01,1.663619563285764802e-143,5.064404900752547453e-117,2.976194839832463187e-93,3.376404452955726779e-72,7.394481647184951266e-54,3.126231771129654016e-38,2.551495316229113435e-25,4.020023061429654625e-15,1.222707228023000198e-07,7.179208735225763374e-03
2.253873063468265769e+01,7.464626199157916821e-144,2.456941220318352567e-117,1.561133365420391015e-93,1.914896966067604073e-72,4.534307638683083034e-54,2.072701299044616233e-38,1.829037555378195581e-25,3.115793680757619468e-15,1.024648544497572874e-07,6.504910548639043083e-03
2.256371814092953443e+01,3.346096169571878492e-144,1.190796147313265942e-117,8.180784647288690084e-94,1.084957348939865407e-72,2.777733249498348440e-54,1.372867344539879746e-38,1.309865725667571553e-25,2.412599024886245444e-15,8.578348456623680371e-08,5.888197724268261213e-03
2.258870564717641116e+01,1.498459746662193938e-144,5.765757641458649735e-118,4.282784507404759839e-94,6.141242245035028560e-73,1.699990132267559194e-54,9.084410242083741651e-39,9.371459702292329909e-26,1.866284769383857385e-15,7.174782623128367546e-08,5.324756464226429800e-03
2.261369315342328434e+01,6.703908084270082322e-145,2.789020161407144651e-118,2.239926633566231829e-94,3.472770628269544820e-73,1.039390089897473586e-54,6.005389906914426511e-39,6.698291041493827042e-26,1.442271374052568797e-15,5.995012871096716801e-08,4.810535477687762941e-03
2.263868065967016108e+01,2.996314041297991106e-145,1.347793111225286931e-118,1.170355155375750754e-94,1.961879272214983699e-73,6.348732826001492077e-55,3.966084741079186704e-39,4.782963796211160958e-26,1.113505493204341013e-15,5.004351427574368657e-08,4.341735899067090954e-03
2.266366816591704136e+01,1.337897726958927632e-145,6.506854850450219092e-119,6.109108795535003577e-95,1.107247646711925812e-73,3.874109024847779402e-55,2.616730984910567697e-39,3.411980036735754198e-26,8.588435373580985395e-16,4.173320979524634316e-08,3.914801004890253872e-03
2.268865567216391810e+01,5.968082395594131544e-146,3.138306192131479039e-119,3.185769531924747077e-95,6.243003252374218390e-74,2.361744615747735527e-55,1.724775095671613805e-39,2.431600239417711132e-26,6.617775775805184603e-16,3.476899079724889876e-08,3.526405805964181496e-03
2.271364317841079483e+01,2.659640961700843973e-146,1.512153282570805721e-119,1.659690688875755797e-95,3.516565123306917725e-74,1.438369076291247475e-55,1.135748512115389920e-39,1.731227657271570147e-26,5.094321535272649100e-16,2.893867814669982173e-08,3.173446584836936164e-03
2.273863068465767157e+01,1.184097662228677821e-146,7.279015220633676563e-120,8.638061042143909844e-96,1.978882810184053045e-74,8.751531276355191088e-56,7.471506669692747112e-40,1.231381129097765062e-26,3.917752216886973829e-16,2.406254739849909050e-08,2.853030442045518134e-03
2.276361819090454830e+01,5.266575839473411358e-147,3.500465055578566573e-120,4.491399517600756997e-96,1.112494302559460017e-74,5.319539878759445089e-56,4.910328061249539846e-40,8.749981081459938106e-27,3.009981910465384156e-16,1.998852847063145339e-08,2.562464908322193043e-03
2.278860569715142148e+01,2.340159556021828509e-147,1.681725748703149422e-120,2.333046610524236243e-96,6.248155409086341512e-75,3.230281698458262116e-56,3.223956227367145207e-40,6.211522209495241217e-27,2.310293276302886141e-16,1.658808881484396576e-08,2.299247673810189425e-03
2.281359320339829821e+01,1.038816655978208504e-147,8.071623737916426912e-121,1.210713683538577222e-96,3.505759816970023469e-75,1.959670399979630421e-56,2.114677151292238991e-40,4.405196432640209965e-27,1.771522411217489120e-16,1.375270695054655879e-08,2.061056479452313701e-03
2.283858070964517495e+01,4.606898536899799842e-148,3.870285048369639953e-121,6.276763920406377665e-97,1.965118764466694974e-75,1.187686928966937178e-56,1.385719463930924404e-40,3.121108190827400519e-27,1.357070768063061640e-16,1.139085527387677211e-08,1.845739210090304198e-03
2.286356821589205168e+01,2.041054956759649228e-148,1.853964028931011466e-121,3.250921225696565789e-97,1.100453648280710613e-75,7.191131475614840169e-57,9.071578635749684348e-41,2.209167655411537540e-27,1.038567309974558544e-16,9.425421638640227335e-09,1.651304223465472829e-03
2.288855572213892842e+01,9.033937004063411330e-149,8.872294787802104330e-122,1.682106177723354823e-97,6.156459325850990771e-76,4.349794995636550883e-57,5.932895925506998919e-41,1.562157566798725191e-27,7.940413326551216454e-17,7.791508492364290853e-09,1.475910944262685603e-03
2.291354322838580870e+01,3.994622327635844437e-149,4.241768187901568324e-122,8.695141896170153723e-98,3.440856672476917545e-76,2.628552512287549589e-57,3.876384948769403449e-41,1.103563443429883885e-27,6.064959130435099690e-17,6.434556485898586684e-09,1.317860747596768254e-03
2.293853073463268188e+01,1.764617982244649010e-149,2.025975580307964483e-122,4.490309223753284381e-98,1.921226015434430405e-76,1.586868115431532463e-57,2.530249660747913484e-41,7.788361164446975416e-28,4.627953171427830635e-17,5.308746591014094690e-09,1.175588151913822431e-03
2.296351824087955862e+01,7.787570370744974403e-150,9.667135148295328658e-123,2.316605769473702561e-98,1.071683743970170841e-76,9.570647449481713037e-58,1.649970426242173909e-41,5.491249384330979880e-28,3.527981841075309689e-17,4.375640975739860014e-09,1.047652337170942470e-03
2.298850574712643535e+01,3.433440895700518478e-150,4.608267510762023603e-123,1.193999997080129666e-98,5.972155889320901260e-77,5.766577208928375119e-58,1.074893045258106389e-41,3.867876161017698087e-28,2.686829045165384262e-17,3.603028307807557202e-09,9.327290003698377125e-04
2.301349325337331209e+01,1.512284411223250656e-150,2.194592456105930409e-123,6.147985378187392729e-99,3.324849073262245122e-77,3.471132660082189905e-58,6.995691571344793034e-42,2.721762724083003072e-28,2.044231310671482531e-17,2.963943877230913141e-09,8.296025570457656647e-04
2.303848075962018882e+01,6.654473244417452401e-151,1.044110324043078288e-123,3.162551702544614642e-99,1.849221969825173135e-77,2.087375687205546728e-58,4.548543609959942394e-42,1.913393398278701735e-28,1.553804394748723837e-17,2.435839034218165097e-09,7.371586941529886892e-04
2.306346826586706555e+01,2.925298571877542832e-151,4.962667818305577371e-124,1.625244670748878504e-99,1.027501491854081314e-77,1.254025412911463984e-58,2.954543442619605541e-42,1.343799850963120883e-28,1.179883052525689691e-17,1.999878003396821847e-09,6.543772769298466076e-04
2.308845577211394229e+01,1.284703842638285714e-151,2.356461401249980703e-124,8.344036114580853897e-100,5.703641047504054722e-78,7.526418488791787472e-59,1.917276306425435708e-42,9.428469794286227499e-29,8.950718294908307910e-18,1.640343226465046816e-09,5.803256097633946410e-04
2.311344327836081902e+01,5.636534313711383465e-152,1.117845448269661750e-124,4.279666307733948984e-100,3.162992911857498828e-78,4.512806327566044624e-59,1.242954808067465117e-42,6.608823411793095694e-29,6.783488962018314301e-18,1.344133062008359138e-09,5.141520487933410374e-04
2.313843078460769220e+01,2.470572456899581511e-152,5.297604144682874068e-125,2.192905659474694894e-100,1.752348816530462023e-78,2.703219656954181044e-59,8.050118624491351179e-43,4.627893853575345775e-29,5.135995855168588190e-18,1.100337985662814620e-09,4.550799619853306932e-04
2.316341829085457249e+01,1.081830804746954539e-152,2.508150264354473154e-125,1.122551558478542470e-100,9.698826906676620813e-79,1.617678770495878432e-59,5.208654245446363408e-43,3.237568299867106927e-29,3.884834434515763816e-18,8.998834322810625973e-10,4.024020306508558232e-04
2.318840579710144922e+01,4.732573853694114278e-153,1.186325616587408290e-125,5.740754223761743601e-101,5.362831673758517922e-79,9.671181714673100044e-60,3.366860226044377217e-43,2.262719902938184977e-29,2.935598605286309452e-18,7.352291450086097817e-10,3.554748848809877572e-04
2.321339330334832596e+01,2.068291582551426044e-153,5.605709307627108327e-126,2.932972013644707298e-101,2.962411813556703902e-79,5.776211793355859546e-60,2.174207316592535019e-43,1.579861307493699769e-29,2.216139726091718242e-18,6.001163800551992054e-10,3.137140640777943252e-04
2.323838080959520269e+01,9.030305376466661850e-154,2.646266298147010163e-126,1.497004797070400045e-101,1.634831526737882154e-79,3.446537295702317501e-60,1.402662307316299210e-43,1.102004675024069130e-29,1.671375043736805052e-18,4.893555919559830754e-10,2.765892926969987903e-04
2.326336831584207943e+01,3.938849777178032398e-154,1.247994946352955838e-126,7.633342921923289063e-102,9.013155952269962823e-80,2.054466973088155222e-60,9.040274310949802907e-44,7.679345708054080369e-30,1.259293598181940465e-18,3.986483198759493527e-10,2.436200604404796630e-04
2.328835582208895261e+01,1.716377079812463245e-154,5.879879361814388273e-127,3.888505005951114918e-102,4.964289214178589998e-80,1.223465292782772124e-60,5.820849874486882014e-44,5.346152085826695532e-30,9.478866048476325494e-19,3.244379352117047511e-10,2.143714954437397023e-04
2.331334332833582934e+01,7.471921546265078147e-155,2.767580823795544724e-127,1.978913720889128599e-102,2.731577788641289985e-80,7.278811149224243038e-61,3.744272917194457390e-44,3.718216789676613551e-30,7.127907983311201479e-19,2.637847155237175727e-10,1.884505184750783272e-04
2.333833083458270607e+01,3.249587295504228412e-155,1.301393154452756662e-127,1.006114400588173901e-102,1.501572750243130439e-80,4.326189685653731345e-61,2.406162215987253946e-44,2.583475896655341141e-30,5.354810314551017433e-19,2.142613981388943890e-10,1.655022657851975231e-04
2.336331834082958281e+01,1.411888566030688050e-155,6.113543844791896913e-128,5.110273907160572576e-103,8.246230917514964601e-81,2.568780356755137381e-61,1.544751469528872509e-44,1.793289594530197700e-30,4.018855637186509256e-19,1.738659546680309272e-10,1.452067680032900787e-04
2.338830584707645954e+01,6.128425941667952984e-156,2.869153955139659419e-128,2.593088267781495109e-103,4.524190817515825915e-81,1.523788507090742001e-61,9.907603990150355114e-45,1.243577200337017527e-30,3.013262930393120780e-19,1.409488291655805733e-10,1.272758723545446566e-04
2.341329335332333983e+01,2.657503049051599517e-156,1.345212771923137248e-128,1.314518582854890918e-103,2.479719994759017278e-81,9.030228168472381626e-62,6.348263864364908516e-45,8.615319378405719402e-31,2.257085235108780727e-19,1.141523098580356221e-10,1.114503954604021351e-04
2.343828085957021301e+01,1.151263958313457056e-156,6.300926585987492218e-129,6.657213232167407072e-104,1.357815249632218506e-81,5.346247524100364730e-62,4.063662285854384181e-45,5.962746148989531305e-31,1.689021581596302740e-19,9.236006780807195013e-11,9.749749406416016717e-05
2.346326836581708974e+01,4.982557900205072429e-157,2.948452700673357517e-129,3.368173957639548295e-104,7.427711519025775862e-82,3.162100788793443577e-62,2.598702444727097915e-45,4.122850314619943405e-31,1.262695829215157450e-19,7.465520467506313298e-11,8.520824118821156178e-05
2.348825587206396648e+01,2.154299633848459557e-157,1.378352248062857720e-129,1.702444127023137837e-104,4.059248905785671941e-82,1.868437878123667251e-62,1.660243580643225196e-45,2.847902536745291993e-31,9.430584291242520136e-20,6.028541375414046209e-11,7.439539546409369090e-05
2.351324337831084321e+01,9.305424058591689610e-158,6.437282680474145229e-130,8.596616037081739084e-105,2.216218850828278127e-82,1.102955334589381674e-62,1.059652269282143753e-45,1.965300594384970024e-31,7.036468770224671030e-20,4.863408052106217459e-11,6.489135167145432628e-05
2.353823088455771995e+01,4.015526893319543116e-158,3.003455838392408731e-130,4.336691210969137776e-105,1.208804073959295686e-82,6.504493682456421363e-63,6.756647210958300379e-46,1.354905970883656711e-31,5.245021054742171692e-20,3.919633683564483741e-11,5.654626086760119243e-05
2.356321839080459668e+01,1.731112198206307522e-158,1.399961939135073364e-130,2.185575320967314121e-105,6.586815419706713871e-83,3.832175367288391862e-63,4.304031314453096453e-46,9.331804587967166971e-32,3.905854089667309127e-20,3.155924180011255529e-11,4.922630887588123113e-05
2.358820589705147341e+01,7.455627515767684855e-159,6.519098075203138167e-131,1.100396915654412728e-105,3.585678772089547592e-83,2.255555728675451402e-63,2.739024453169887536e-46,6.420937213666926832e-32,2.905769112169115653e-20,2.538539635927277784e-11,4.281214232063400651e-05
2.361319340329835015e+01,3.207890212002549561e-159,3.032739508036054145e-131,5.534893373406807737e-106,1.950040246592539079e-83,1.326288661208913921e-63,1.741376601749375936e-46,4.413747846506188181e-32,2.159645648836258411e-20,2.039941177972286771e-11,3.719743184114409853e-05
2.363818090954522333e+01,1.378894687706515439e-159,1.409480303262690518e-131,2.781284793915625353e-106,1.059478328203137737e-83,7.791101455798341019e-64,1.106027201233982180e-46,3.031048755481112555e-32,1.603541494057172659e-20,1.637674733567849593e-11,3.228756258004139454e-05
2.366316841579210006e+01,5.921326499726912202e-160,6.544240053499215472e-132,1.396233236821000186e-106,5.750649369380309311e-84,4.572313192721397811e-64,7.018029983659125391e-47,2.079479454403980377e-32,1.189471975457385823e-20,1.313451257953823819e-11,2.799844251680962199e-05
2.368815592203898035e+01,2.540289580056565132e-160,3.035538462412827297e-132,7.002397988946385853e-107,3.118300809215500473e-84,2.680707257476336621e-64,4.448780093865099976e-47,1.425255263484763701e-32,8.814639073475421256e-21,1.052389680902093145e-11,2.425541969899338413e-05
2.371314342828585708e+01,1.088738932158243874e-160,1.406658149436784695e-132,3.508422742408176615e-107,1.689255861222829805e-84,1.570142674799183429e-64,2.817364035309087782e-47,9.759037376801846205e-33,6.525760973106412515e-21,8.423944740707969245e-12,2.099229990749628289e-05
2.373813093453273382e+01,4.661659920745568927e-161,6.512049622723371856e-133,1.756116617323874313e-107,9.142167407150058809e-85,9.187665025837418330e-65,1.782466194765789572e-47,6.675712383140459863e-33,4.826519870149870672e-21,6.736444649217978460e-12,1.815045677387641727e-05
2.376311844077961055e+01,1.994039376035889262e-161,3.011779299800282437e-133,8.781548321798362075e-108,4.942870278005065656e-85,5.370905316875976612e-65,1.126616080540426062e-47,4.562097484818303785e-33,3.566262793992587950e-21,5.381734766629011224e-12,1.567802684311676067e-05
2.378810594702648729e+01,8.521247519964859245e-162,1.391569478921972408e-133,4.386974868967709336e-108,2.669842021073218015e-85,3.136650627036332013e-65,7.113885938741685814e-48,3.114639688405167786e-33,2.632503122774785911e-21,4.295266776397204474e-12,1.352918254186239736e-05
2.381309345327336047e+01,3.637884775244915496e-162,6.423370218365293733e-134,2.189452389432225528e-108,1.440682310314069450e-85,1.830042212993550063e-65,4.487600187812187691e-48,2.124356370888587501e-33,1.941336211506603420e-21,3.424792812940182061e-12,1.166347646702424005e-05
2.383808095952023720e+01,1.551568686191503561e-162,2.962083662825367424e-134,1.091646867738874029e-108,7.766532986752456693e-86,1.066675635730008830e-65,2.828119299799844913e-48,1.447515563010400943e-33,1.430240013315495143e-21,2.728065366989097729e-12,1.004525085076311442e-05
2.386306846576711393e+01,6.611033851348800716e-163,1.364608260629889869e-134,5.437573599786300668e-109,4.182755382805188825e-86,6.211263464709725155e-66,1.780564054252096530e-48,9.853611110726984652e-34,1.052672798151315766e-21,2.170958637466464745e-12,8.643106483487529508e-06
2.388805597201399067e+01,2.814129403306785919e-163,6.280510979241024976e-135,2.705854449765311134e-109,2.250474262420097245e-86,3.613298453438225125e-66,1.119937497563433098e-48,6.701066110651616170e-34,7.740235692663346400e-22,1.725935787620749191e-12,7.429425785245388209e-06
2.391304347826086740e+01,1.196726904852329814e-163,2.887741209223218191e-135,1.345178828337457573e-109,1.209656162586371390e-86,2.099926176330637037e-66,7.037303447808413217e-49,4.552696453484539072e-34,5.685796058300963954e-22,1.370799783180623243e-12,6.379945106779661256e-06
2.393803098450774769e+01,5.084196813518294916e-164,1.326471336614468997e-135,6.680853107934444740e-110,6.495702738879437317e-87,1.219215646285873931e-66,4.417688387184565571e-49,3.090080516641206875e-34,4.172580066369770936e-22,1.087676456924222316e-12,5.473371713807929845e-06
2.396301849075462087e+01,2.157873399135468994e-164,6.087146826015001106e-136,3.314821375829397846e-110,3.484710068400620394e-87,7.071854807824373678e-67,2.770512966273873631e-49,2.095304783618874785e-34,3.059105028850083977e-22,8.621875303234198572e-13,4.691041261348528778e-06
2.398800599700149760e+01,9.149679395928114971e-165,2.790653995033893189e-136,1.643102462749094900e-110,1.867598284152564007e-87,4.097910338895191753e-67,1.735807672277137585e-49,1.419387320490496759e-34,2.240579742067341612e-22,6.827788420855045842e-13,4.016611898928874510e-06
2.401299350324837434e+01,3.875806619474438289e-165,1.278128493106612213e-136,8.136646916137777967e-111,9.999460989170420713e-88,2.372290536374203423e-67,1.086473976099976736e-49,9.605742629629199558e-35,1.639467191771638274e-22,5.401752482233902358e-13,3.435791462279787628e-06
2.403798100949525107e+01,1.640191782205364795e-165,5.848161378763495624e-137,4.025340311706315946e-111,5.348672695795590118e-88,1.371985776003173373e-67,6.793809438469781983e-50,6.494373760096984471e-35,1.198453984000116743e-22,4.269387887965934965e-13,2.936094502786915526e-06
2.406296851574212781e+01,6.934313484841404178e-166,2.673255618302593019e-137,1.989463806625284851e-111,2.858194393857363056e-88,7.926977937776214844e-68,4.244081370520845462e-50,4.386518045831493548e-35,8.752181287755709366e-23,3.371109467625329270e-13,2.506626182880844134e-06
2.408795602198900454e+01,2.928792602597537559e-166,1.220781491375135920e-137,9.823037247798493438e-112,1.525856919583933201e-88,4.575536226258631653e-68,2.648685236655007816e-50,2.959912478061585412e-35,6.385391859595445014e-23,2.659233082191836035e-13,2.137890324117071758e-06
